3213,3213,3003,3213,3213,3003
1.291260,8.702148,17.976562,3.777100,9.345215,18.359375
1.295410,8.693604,17.988281,3.775146,9.346924,18.367188
1.268311,8.688721,18.011719,3.778564,9.345215,18.367188
1.251465,8.679932,18.062500,3.780029,9.344482,18.359375
1.256836,8.667725,18.027344,3.782227,9.341064,18.367188
1.247803,8.653076,18.074219,3.786621,9.337891,18.363281
1.238770,8.632080,18.070312,3.787598,9.345459,18.359375
1.254883,8.670654,18.074219,3.785889,9.352783,18.371094
1.240234,8.638428,18.058594,3.784912,9.362061,18.375000
1.248291,8.628418,18.066406,3.785645,9.370361,18.375000
1.238281,8.593018,18.078125,3.790527,9.375977,18.363281
1.219971,8.570068,18.148438,3.791260,9.365723,18.375000
1.236328,8.578369,18.144531,3.797852,9.365479,18.359375
1.230225,8.577637,18.117188,3.798828,9.372070,18.359375
1.215088,8.577881,18.117188,3.798828,9.364502,18.363281
1.221680,8.583008,18.097656,3.800781,9.368652,18.363281
1.231689,8.577393,18.085938,3.799805,9.363037,18.371094
1.221436,8.557617,18.093750,3.802002,9.361816,18.375000
1.226562,8.559814,18.082031,3.787354,9.351562,18.398438
1.226318,8.564209,18.117188,3.783691,9.350098,18.386719
1.229248,8.581787,18.085938,3.779785,9.350830,18.406250
1.222412,8.576416,18.097656,3.784180,9.355225,18.402344
1.240479,8.597412,18.105469,3.774658,9.348633,18.402344
1.240479,8.623535,18.058594,3.777832,9.351807,18.402344
1.227539,8.614258,18.101562,3.778564,9.351562,18.406250
1.255127,8.623291,18.101562,3.771240,9.344238,18.402344
1.245361,8.601562,18.117188,3.777100,9.343506,18.402344
1.233887,8.609619,18.078125,3.776367,9.336914,18.402344
1.246826,8.608887,18.078125,3.775391,9.345947,18.406250
1.233643,8.614014,18.093750,3.779785,9.341797,18.402344
1.247803,8.615723,18.132812,3.782471,9.344238,18.406250
1.231445,8.588867,18.164062,3.780029,9.349365,18.406250
1.237061,8.594482,18.160156,3.780029,9.355713,18.410156
1.233887,8.580322,18.132812,3.784424,9.361084,18.406250
1.209473,8.574707,18.140625,3.771729,9.354980,18.429688
1.226562,8.584473,18.136719,3.775146,9.349365,18.425781
1.230713,8.584717,18.179688,3.780518,9.352539,18.425781
1.207520,8.572754,18.203125,3.768799,9.335693,18.453125
1.223389,8.578613,18.164062,3.774414,9.333496,18.441406
1.232666,8.591064,18.136719,3.774414,9.337402,18.449219
1.243652,8.583252,18.171875,3.758057,9.326172,18.464844
1.258789,8.590088,18.136719,3.762207,9.324219,18.449219
1.245605,8.583252,18.125000,3.756836,9.317627,18.457031
1.245850,8.607910,18.187500,3.755615,9.308105,18.457031
1.255371,8.599854,18.144531,3.744141,9.306885,18.457031
1.255615,8.605225,18.148438,3.743652,9.295654,18.437500
1.264160,8.603027,18.144531,3.747559,9.304199,18.441406
1.293213,8.660400,18.136719,3.752686,9.310791,18.441406
1.279297,8.668945,18.109375,3.754150,9.312012,18.421875
1.289062,8.689697,18.078125,3.746826,9.306885,18.406250
1.296631,8.670166,18.039062,3.735352,9.302979,18.414062
1.314697,8.739502,18.019531,3.735107,9.309082,18.402344
1.324707,8.740967,18.035156,3.743164,9.310303,18.398438
1.321777,8.718994,17.996094,3.746582,9.313965,18.406250
1.327881,8.717285,18.007812,3.732666,9.304688,18.445312
1.339111,8.716797,18.000000,3.736572,9.305420,18.445312
1.327148,8.696045,18.007812,3.739258,9.312988,18.457031
1.308594,8.663086,18.074219,3.734863,9.302490,18.472656
1.311035,8.646973,18.035156,3.727051,9.300537,18.476562
1.280518,8.621338,18.042969,3.726318,9.301270,18.449219
1.270752,8.621094,18.054688,3.718750,9.300049,18.453125
1.261475,8.622314,18.105469,3.729004,9.292236,18.445312
1.252686,8.617188,18.093750,3.718018,9.282227,18.433594
1.255127,8.631104,18.062500,3.719727,9.276855,18.429688
1.266113,8.646240,18.023438,3.707031,9.272705,18.414062
1.252930,8.632568,18.054688,3.693604,9.263672,18.437500
1.269043,8.641602,18.054688,3.699707,9.262939,18.421875
1.284180,8.652832,18.046875,3.701904,9.263428,18.433594
1.272217,8.651611,18.082031,3.698242,9.269043,18.437500
1.287109,8.645508,18.042969,3.701904,9.275879,18.433594
1.308594,8.647949,18.027344,3.714111,9.278809,18.433594
1.307617,8.637695,18.011719,3.715820,9.281250,18.425781
1.283936,8.607910,18.054688,3.708008,9.270996,18.441406
1.277100,8.605469,18.039062,3.692139,9.264893,18.472656
1.291260,8.627930,17.968750,3.679932,9.262939,18.472656
1.326904,8.652100,17.984375,3.689941,9.266602,18.460938
1.317383,8.640137,17.984375,3.679932,9.257812,18.480469
1.328613,8.651611,17.945312,3.684814,9.258301,18.468750
1.304443,8.643799,17.976562,3.679688,9.258057,18.457031
1.304199,8.648682,17.937500,3.674316,9.251709,18.468750
1.300537,8.632324,17.988281,3.676270,9.263672,18.445312
1.298096,8.635254,17.972656,3.672363,9.257080,18.457031
1.311523,8.666260,17.929688,3.653320,9.250244,18.464844
1.312256,8.662598,17.953125,3.640869,9.237793,18.496094
1.287842,8.646729,17.964844,3.644043,9.239258,18.496094
1.296631,8.685791,17.921875,3.627930,9.228516,18.511719
1.311279,8.676270,17.886719,3.617188,9.224609,18.515625
1.323730,8.675293,17.859375,3.620117,9.229736,18.531250
1.302246,8.639648,17.898438,3.609375,9.213867,18.542969
1.313965,8.646729,17.878906,3.599854,9.205322,18.558594
1.301025,8.625244,17.917969,3.607910,9.208740,18.570312
1.298340,8.616211,17.972656,3.604492,9.204346,18.562500
1.289795,8.588379,17.996094,3.594727,9.196289,18.574219
1.299316,8.609375,17.953125,3.606445,9.209229,18.550781
1.285400,8.602783,18.015625,3.617920,9.209473,18.531250
1.269531,8.570801,18.011719,3.623535,9.217773,18.523438
1.273682,8.562256,18.023438,3.610596,9.211914,18.535156
1.257568,8.547363,18.074219,3.611328,9.207275,18.523438
1.269043,8.584961,18.015625,3.598145,9.200195,18.523438
1.291992,8.602783,17.980469,3.586426,9.188965,18.539062
1.306885,8.627197,17.945312,3.583496,9.179443,18.519531
1.290771,8.611572,17.968750,3.588623,9.188477,18.523438
1.279053,8.605957,17.988281,3.583984,9.181641,18.546875
1.289307,8.595703,17.968750,3.579590,9.183838,18.519531
1.282715,8.588867,18.015625,3.573486,9.180908,18.535156
1.297852,8.596924,17.968750,3.556396,9.180664,18.527344
1.292236,8.614502,17.960938,3.543701,9.174561,18.531250
1.294434,8.593018,17.960938,3.548340,9.183838,18.503906
1.302246,8.642090,17.937500,3.541748,9.179199,18.507812
1.303467,8.622803,17.960938,3.531738,9.184082,18.511719
1.285889,8.610596,17.980469,3.514648,9.172852,18.519531
1.297852,8.632080,17.945312,3.507568,9.159424,18.546875
1.307373,8.649658,17.917969,3.518066,9.178223,18.519531
1.293945,8.657471,17.941406,3.522217,9.172607,18.539062
1.282227,8.632324,17.960938,3.513916,9.166016,18.546875
1.288818,8.642090,17.910156,3.509277,9.168945,18.558594
1.265381,8.624512,17.945312,3.505371,9.162842,18.566406
1.274902,8.621826,17.957031,3.512695,9.177734,18.542969
1.274658,8.619629,17.937500,3.508301,9.177246,18.546875
1.264648,8.606934,17.945312,3.500488,9.180664,18.542969
1.270752,8.607178,17.945312,3.493164,9.173584,18.539062
1.259277,8.593994,17.968750,3.502441,9.178223,18.531250
1.264648,8.584717,17.972656,3.520752,9.187012,18.503906
1.264893,8.590820,17.964844,3.516113,9.195312,18.507812
1.286133,8.612793,17.910156,3.508301,9.191162,18.511719
1.276367,8.620850,17.914062,3.512451,9.192871,18.492188
1.297607,8.655518,17.867188,3.505371,9.182617,18.500000
1.288086,8.625977,17.906250,3.499756,9.185791,18.503906
1.274170,8.622314,17.960938,3.509521,9.203369,18.503906
1.251221,8.575195,17.980469,3.501953,9.194336,18.500000
1.256104,8.555176,18.039062,3.495605,9.185059,18.496094
1.258545,8.556152,18.066406,3.506836,9.195801,18.480469
1.251953,8.556152,18.078125,3.503906,9.186279,18.488281
1.264160,8.559570,18.027344,3.497559,9.182129,18.488281
1.259033,8.556885,18.058594,3.489258,9.183105,18.480469
1.275879,8.565430,18.027344,3.484131,9.175049,18.480469
1.270752,8.550293,18.070312,3.479492,9.168213,18.480469
1.269531,8.535400,18.082031,3.480225,9.159180,18.492188
1.250488,8.524170,18.062500,3.473389,9.150391,18.503906
1.244629,8.510986,18.066406,3.468018,9.145264,18.496094
1.249268,8.500977,18.078125,3.463867,9.139893,18.496094
1.244629,8.502686,18.042969,3.463867,9.138916,18.503906
1.243164,8.522705,18.054688,3.464355,9.140625,18.488281
1.223145,8.529297,18.058594,3.462402,9.133789,18.488281
1.229980,8.519287,18.093750,3.457520,9.131348,18.488281
1.228027,8.498047,18.128906,3.456299,9.137207,18.484375
1.228760,8.502930,18.136719,3.461426,9.142822,18.488281
1.243896,8.527588,18.097656,3.470215,9.158691,18.464844
1.268311,8.561768,18.062500,3.461670,9.157959,18.476562
1.260986,8.549072,18.097656,3.462402,9.150391,18.468750
1.252441,8.543701,18.109375,3.467773,9.158691,18.445312
1.277100,8.541504,18.066406,3.465088,9.153076,18.441406
1.286865,8.543213,18.058594,3.468262,9.165771,18.449219
1.266846,8.540283,18.035156,3.460205,9.159668,18.453125
1.299805,8.565918,18.011719,3.456055,9.164062,18.445312
1.284912,8.556152,18.000000,3.448975,9.168213,18.468750
