right x, right y, right size, left x, left y, left size
1.558105,15.548340,26.855469,1.175781,16.243408,29.777344
1.574951,15.546387,26.820312,1.185547,16.242920,29.769531
1.570557,15.553711,26.820312,1.195312,16.247803,29.765625
1.558838,15.533936,26.851562,1.200684,16.254639,29.777344
1.546631,15.516846,26.867188,1.213379,16.251953,29.785156
1.543945,15.511963,26.851562,1.219238,16.247314,29.769531
1.526855,15.520508,26.882812,1.216797,16.240967,29.761719
1.535400,15.530273,26.878906,1.216309,16.248535,29.753906
1.541016,15.526367,26.855469,1.223633,16.250000,29.765625
1.533691,15.537354,26.871094,1.219727,16.254639,29.753906
1.525879,15.544189,26.863281,1.221924,16.259766,29.769531
1.524170,15.537354,26.878906,1.222412,16.248047,29.777344
1.520020,15.547607,26.843750,1.218262,16.255859,29.777344
1.523682,15.548584,26.851562,1.213135,16.255127,29.781250
1.520752,15.537842,26.871094,1.214355,16.254883,29.785156
1.524170,15.532959,26.898438,1.219482,16.261475,29.777344
1.516113,15.544678,26.906250,1.213379,16.258545,29.761719
1.527832,15.530029,26.929688,1.205078,16.274658,29.785156
1.527832,15.537354,26.914062,1.213135,16.280518,29.777344
1.531494,15.535400,26.894531,1.215332,16.286621,29.781250
1.527344,15.539062,26.871094,1.207031,16.283203,29.789062
1.527588,15.543945,26.878906,1.213379,16.278320,29.777344
1.525635,15.537354,26.882812,1.216553,16.277100,29.796875
1.516113,15.540771,26.890625,1.225342,16.278809,29.812500
1.517578,15.544434,26.847656,1.217773,16.277832,29.828125
1.516357,15.554932,26.875000,1.223145,16.281982,29.816406
1.517578,15.554443,26.867188,1.230713,16.280273,29.800781
1.524902,15.552246,26.890625,1.228516,16.287354,29.800781
1.531006,15.540527,26.882812,1.232422,16.283447,29.789062
1.531982,15.551025,26.859375,1.227295,16.279785,29.789062
1.536865,15.558838,26.902344,1.231689,16.287598,29.781250
1.532715,15.551514,26.890625,1.232666,16.294678,29.785156
1.537109,15.553467,26.890625,1.236084,16.298584,29.796875
1.534180,15.565186,26.871094,1.240234,16.285889,29.792969
1.529785,15.546875,26.863281,1.247559,16.269775,29.808594
1.538086,15.555420,26.816406,1.244385,16.271729,29.804688
1.535645,15.549805,26.832031,1.252197,16.256104,29.816406
1.526123,15.541992,26.851562,1.264160,16.257324,29.820312
1.533691,15.536865,26.867188,1.262939,16.254395,29.820312
1.539551,15.542725,26.886719,1.260498,16.260254,29.820312
1.541016,15.554688,26.906250,1.267578,16.256836,29.812500
1.548828,15.535400,26.898438,1.265625,16.250000,29.820312
1.549561,15.523682,26.902344,1.273193,16.248291,29.820312
1.555908,15.520508,26.898438,1.270752,16.248535,29.816406
1.537354,15.493896,26.937500,1.274902,16.249756,29.808594
1.535156,15.501221,26.953125,1.278809,16.258545,29.800781
1.526367,15.489746,26.945312,1.270752,16.270264,29.796875
1.526611,15.484863,26.937500,1.272461,16.271484,29.789062
1.532471,15.507324,26.894531,1.272217,16.260742,29.785156
1.534912,15.502197,26.933594,1.279053,16.259277,29.773438
1.535400,15.510742,26.906250,1.284424,16.253662,29.792969
1.535889,15.510498,26.894531,1.284912,16.252930,29.785156
1.533447,15.519531,26.925781,1.285156,16.244873,29.777344
1.532227,15.519043,26.921875,1.278809,16.243896,29.777344
1.525146,15.503418,26.937500,1.287354,16.240234,29.792969
