timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
<<<<<<< Updated upstream
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
timetag,mouse X,mouse Y,right eye x,right eye y,left eye x,left eye y,error rigth x,error right y,error left x,error left y,pp left,pp right
6172.826600,-1892.000000,1061.000000,582.000000,409.000000,721.000000,530.000000,-2474.000000,652.000000,-2613.000000,531.000000,47.511719,45.812500
6172.878798,-1892.000000,1061.000000,576.000000,425.000000,721.000000,536.000000,-2468.000000,636.000000,-2613.000000,525.000000,47.519531,46.585938
6172.889701,-1892.000000,1061.000000,589.000000,439.000000,723.000000,532.000000,-2481.000000,622.000000,-2615.000000,529.000000,47.316406,46.750000
6172.900968,-1892.000000,1061.000000,583.000000,426.000000,720.000000,533.000000,-2475.000000,635.000000,-2612.000000,528.000000,47.363281,46.375000
6175.476463,-1892.000000,1062.000000,820.000000,613.000000,1052.000000,762.000000,-2712.000000,449.000000,-2944.000000,300.000000,42.179688,38.214844
6175.490621,-1892.000000,1062.000000,819.000000,611.000000,1049.000000,761.000000,-2711.000000,451.000000,-2941.000000,301.000000,42.148438,38.125000
6175.496407,-1892.000000,1062.000000,820.000000,607.000000,1049.000000,761.000000,-2712.000000,455.000000,-2941.000000,301.000000,42.226563,38.097656
6175.502378,-1892.000000,1062.000000,818.000000,605.000000,1048.000000,757.000000,-2710.000000,457.000000,-2940.000000,305.000000,42.066406,38.058594
6175.508494,-1892.000000,1062.000000,818.000000,605.000000,1047.000000,758.000000,-2710.000000,457.000000,-2939.000000,304.000000,42.121094,38.089844
6175.517777,-1892.000000,1062.000000,818.000000,605.000000,1046.000000,758.000000,-2710.000000,457.000000,-2938.000000,304.000000,42.191406,38.097656
6175.525213,-1892.000000,1062.000000,817.000000,605.000000,1045.000000,757.000000,-2709.000000,457.000000,-2937.000000,305.000000,42.304688,38.070313
6175.533597,-1892.000000,1062.000000,816.000000,604.000000,1047.000000,756.000000,-2708.000000,458.000000,-2939.000000,306.000000,42.218750,38.054688
6175.541909,-1892.000000,1062.000000,813.000000,602.000000,1047.000000,755.000000,-2705.000000,460.000000,-2939.000000,307.000000,42.191406,38.085938
6175.550297,-1892.000000,1062.000000,810.000000,601.000000,1049.000000,754.000000,-2702.000000,461.000000,-2941.000000,308.000000,42.132813,38.054688
6175.558495,-1892.000000,1062.000000,808.000000,601.000000,1048.000000,753.000000,-2700.000000,461.000000,-2940.000000,309.000000,42.093750,38.042969
6175.566806,-1892.000000,1062.000000,805.000000,600.000000,1048.000000,751.000000,-2697.000000,462.000000,-2940.000000,311.000000,42.140625,38.023438
6175.575127,-1892.000000,1062.000000,806.000000,601.000000,1051.000000,752.000000,-2698.000000,461.000000,-2943.000000,310.000000,42.085938,38.007813
6182.976129,-1401.000000,1056.000000,584.000000,711.000000,789.000000,804.000000,-1985.000000,345.000000,-2190.000000,252.000000,46.574219,43.308594
6182.984291,-1401.000000,1056.000000,581.000000,711.000000,787.000000,807.000000,-1982.000000,345.000000,-2188.000000,249.000000,46.605469,43.292969
6182.991933,-1401.000000,1056.000000,578.000000,710.000000,790.000000,805.000000,-1979.000000,346.000000,-2191.000000,251.000000,46.484375,43.289063
6183.000303,-1401.000000,1056.000000,577.000000,707.000000,792.000000,802.000000,-1978.000000,349.000000,-2193.000000,254.000000,46.515625,43.320313
6183.008352,-1401.000000,1056.000000,579.000000,705.000000,790.000000,800.000000,-1980.000000,351.000000,-2191.000000,256.000000,46.480469,43.351563
6183.017502,-1401.000000,1056.000000,581.000000,706.000000,784.000000,803.000000,-1982.000000,350.000000,-2185.000000,253.000000,46.609375,43.378906
6183.025382,-1401.000000,1056.000000,582.000000,705.000000,788.000000,805.000000,-1983.000000,351.000000,-2189.000000,251.000000,46.371094,43.386719
6183.033507,-1401.000000,1056.000000,597.000000,714.000000,791.000000,808.000000,-1998.000000,342.000000,-2192.000000,248.000000,46.398438,43.691406
6183.042118,-1400.000000,1056.000000,591.000000,711.000000,791.000000,805.000000,-1991.000000,345.000000,-2191.000000,251.000000,46.398438,43.511719
6183.050198,-1400.000000,1056.000000,591.000000,711.000000,789.000000,806.000000,-1991.000000,345.000000,-2189.000000,250.000000,46.414063,43.398438
6185.141972,-1614.000000,480.000000,33727.000000,-32227.000000,33727.000000,-32227.000000,-35341.000000,32707.000000,-35341.000000,32707.000000,0.000000,0.000000
6185.150157,-1614.000000,480.000000,33727.000000,-32227.000000,33727.000000,-32227.000000,-35341.000000,32707.000000,-35341.000000,32707.000000,0.000000,0.000000
6185.158921,-1614.000000,480.000000,33727.000000,-32227.000000,33727.000000,-32227.000000,-35341.000000,32707.000000,-35341.000000,32707.000000,0.000000,0.000000
6185.166844,-1614.000000,480.000000,33727.000000,-32227.000000,33727.000000,-32227.000000,-35341.000000,32707.000000,-35341.000000,32707.000000,0.000000,0.000000
6185.174992,-1614.000000,480.000000,33727.000000,-32227.000000,33727.000000,-32227.000000,-35341.000000,32707.000000,-35341.000000,32707.000000,0.000000,0.000000
6185.183555,-1614.000000,480.000000,33727.000000,-32227.000000,33727.000000,-32227.000000,-35341.000000,32707.000000,-35341.000000,32707.000000,0.000000,0.000000
6185.200147,-1614.000000,480.000000,33727.000000,-32227.000000,33727.000000,-32227.000000,-35341.000000,32707.000000,-35341.000000,32707.000000,0.000000,0.000000
6185.205588,-1614.000000,480.000000,33727.000000,-32227.000000,33727.000000,-32227.000000,-35341.000000,32707.000000,-35341.000000,32707.000000,0.000000,0.000000
6187.859175,-1265.000000,421.000000,33727.000000,-32227.000000,1368.000000,757.000000,-34992.000000,32648.000000,-2633.000000,-336.000000,33.222656,0.000000
6187.867574,-1265.000000,421.000000,33727.000000,-32227.000000,1393.000000,757.000000,-34992.000000,32648.000000,-2658.000000,-336.000000,32.500000,0.000000
6187.876582,-1265.000000,421.000000,33727.000000,-32227.000000,1312.000000,771.000000,-34992.000000,32648.000000,-2577.000000,-350.000000,35.796875,0.000000
6187.883380,-1265.000000,421.000000,33727.000000,-32227.000000,1218.000000,781.000000,-34992.000000,32648.000000,-2483.000000,-360.000000,37.054688,0.000000
6187.891715,-1265.000000,421.000000,33727.000000,-32227.000000,1267.000000,792.000000,-34992.000000,32648.000000,-2532.000000,-371.000000,37.179688,0.000000
6187.900078,-1265.000000,421.000000,33727.000000,-32227.000000,1402.000000,798.000000,-34992.000000,32648.000000,-2667.000000,-377.000000,33.738281,0.000000
6187.908449,-1265.000000,421.000000,1271.000000,859.000000,1434.000000,815.000000,-2536.000000,-438.000000,-2699.000000,-394.000000,33.500000,29.972656
6187.916751,-1265.000000,421.000000,1127.000000,841.000000,1428.000000,828.000000,-2392.000000,-420.000000,-2693.000000,-407.000000,34.503906,33.937500
6187.925197,-1265.000000,421.000000,1083.000000,799.000000,1469.000000,838.000000,-2348.000000,-378.000000,-2734.000000,-417.000000,33.246094,35.425781
6188.017039,-1265.000000,421.000000,1554.000000,824.000000,1357.000000,854.000000,-2819.000000,-403.000000,-2622.000000,-433.000000,39.753906,25.984375
6188.024985,-1265.000000,421.000000,1556.000000,822.000000,1401.000000,849.000000,-2821.000000,-401.000000,-2666.000000,-428.000000,38.648438,26.253906
6188.033348,-1265.000000,421.000000,1553.000000,824.000000,1367.000000,852.000000,-2818.000000,-403.000000,-2632.000000,-431.000000,39.691406,26.285156
6188.043130,-1265.000000,421.000000,1547.000000,823.000000,1359.000000,854.000000,-2812.000000,-402.000000,-2624.000000,-433.000000,39.808594,26.742188
6188.052527,-1265.000000,421.000000,1550.000000,820.000000,1346.000000,848.000000,-2815.000000,-399.000000,-2611.000000,-427.000000,39.933594,26.593750
6188.069098,-1265.000000,421.000000,1536.000000,817.000000,1366.000000,857.000000,-2801.000000,-396.000000,-2631.000000,-436.000000,39.664063,27.019531
6188.078295,-1265.000000,421.000000,1527.000000,811.000000,1392.000000,841.000000,-2792.000000,-390.000000,-2657.000000,-420.000000,39.042969,27.253906
6188.084790,-1265.000000,421.000000,1540.000000,805.000000,1385.000000,849.000000,-2805.000000,-384.000000,-2650.000000,-428.000000,38.605469,26.746094
6188.093423,-1265.000000,421.000000,1486.000000,817.000000,1368.000000,853.000000,-2751.000000,-396.000000,-2633.000000,-432.000000,39.800781,28.609375
6191.609587,-1484.000000,300.000000,801.000000,690.000000,1003.000000,837.000000,-2285.000000,-390.000000,-2487.000000,-537.000000,44.281250,42.539063
6191.616455,-1484.000000,300.000000,803.000000,690.000000,1007.000000,842.000000,-2287.000000,-390.000000,-2491.000000,-542.000000,44.269531,42.535156
6191.624952,-1484.000000,300.000000,805.000000,689.000000,1008.000000,841.000000,-2289.000000,-389.000000,-2492.000000,-541.000000,44.242188,42.605469
6191.636667,-1484.000000,300.000000,808.000000,688.000000,1009.000000,841.000000,-2292.000000,-388.000000,-2493.000000,-541.000000,44.433594,42.652344
6191.643379,-1484.000000,300.000000,810.000000,691.000000,1011.000000,843.000000,-2294.000000,-391.000000,-2495.000000,-543.000000,44.417969,42.632813
6191.650166,-1484.000000,300.000000,810.000000,690.000000,1013.000000,841.000000,-2294.000000,-390.000000,-2497.000000,-541.000000,44.453125,42.617188
6193.608611,-1376.000000,350.000000,873.000000,873.000000,1105.000000,1017.000000,-2249.000000,-523.000000,-2481.000000,-667.000000,46.558594,43.980469
6193.616640,-1376.000000,350.000000,872.000000,868.000000,1100.000000,1018.000000,-2248.000000,-518.000000,-2476.000000,-668.000000,46.562500,44.097656
6193.624954,-1376.000000,350.000000,862.000000,851.000000,1088.000000,1014.000000,-2238.000000,-501.000000,-2464.000000,-664.000000,46.839844,44.042969
6193.633348,-1376.000000,350.000000,850.000000,834.000000,1074.000000,1002.000000,-2226.000000,-484.000000,-2450.000000,-652.000000,47.109375,43.875000
