-1892.000000,1061.000000,-4.898438,15.453125,-1.382813,15.246094,
-1892.000000,1061.000000,-5.007813,15.144531,-1.394531,15.148438,
-1892.000000,1061.000000,-4.777344,14.855469,-1.335938,15.226563,
-1892.000000,1061.000000,-4.875000,15.113281,-1.394531,15.199219,
-1892.000000,1062.000000,-0.847656,11.648438,4.234375,11.316406,
-1892.000000,1062.000000,-0.859375,11.687500,4.171875,11.328125,
-1892.000000,1062.000000,-0.843750,11.750000,4.183594,11.328125,
-1892.000000,1062.000000,-0.863281,11.781250,4.171875,11.406250,
-1892.000000,1062.000000,-0.875000,11.789063,4.156250,11.382813,
-1892.000000,1062.000000,-0.867188,11.777344,4.132813,11.382813,
-1892.000000,1062.000000,-0.882813,11.785156,4.121094,11.406250,
-1892.000000,1062.000000,-0.898438,11.804688,4.160156,11.417969,
-1892.000000,1062.000000,-0.949219,11.828125,4.164063,11.445313,
-1892.000000,1062.000000,-1.007813,11.847656,4.191406,11.460938,
-1892.000000,1062.000000,-1.035156,11.847656,4.183594,11.472656,
-1892.000000,1062.000000,-1.082031,11.871094,4.187500,11.507813,
-1892.000000,1062.000000,-1.070313,11.851563,4.226563,11.492188,
-1401.000000,1056.000000,-4.957031,10.054688,-0.484375,10.230469,
-1401.000000,1056.000000,-5.011719,10.050781,-0.527344,10.187500,
-1401.000000,1056.000000,-5.054688,10.066406,-0.460938,10.214844,
-1401.000000,1056.000000,-5.070313,10.113281,-0.433594,10.281250,
-1401.000000,1056.000000,-5.050781,10.148438,-0.460938,10.312500,
-1401.000000,1056.000000,-5.003906,10.140625,-0.566406,10.246094,
-1401.000000,1056.000000,-4.988281,10.148438,-0.500000,10.218750,
-1401.000000,1056.000000,-4.730469,10.011719,-0.457031,10.160156,
-1400.000000,1056.000000,-4.835938,10.058594,-0.453125,10.218750,
-1400.000000,1056.000000,-4.847656,10.062500,-0.488281,10.195313,
-1614.000000,480.000000,127.996094,127.996094,127.996094,127.996094,
-1614.000000,480.000000,127.996094,127.996094,127.996094,127.996094,
-1614.000000,480.000000,127.996094,127.996094,127.996094,127.996094,
-1614.000000,480.000000,127.996094,127.996094,127.996094,127.996094,
-1614.000000,480.000000,127.996094,127.996094,127.996094,127.996094,
-1614.000000,480.000000,127.996094,127.996094,127.996094,127.996094,
-1614.000000,480.000000,127.996094,127.996094,127.996094,127.996094,
-1614.000000,480.000000,127.996094,127.996094,127.996094,127.996094,
-1265.000000,421.000000,127.996094,127.996094,9.949219,11.554688,
-1265.000000,421.000000,127.996094,127.996094,10.410156,11.570313,
-1265.000000,421.000000,127.996094,127.996094,8.910156,11.308594,
-1265.000000,421.000000,127.996094,127.996094,7.179688,11.101563,
-1265.000000,421.000000,127.996094,127.996094,8.046875,10.941406,
-1265.000000,421.000000,127.996094,127.996094,10.496094,10.886719,
-1265.000000,421.000000,6.187500,7.605469,11.070313,10.628906,
-1265.000000,421.000000,3.871094,7.941406,10.941406,10.410156,
-1265.000000,421.000000,3.226563,8.609375,11.687500,10.265625,
-1265.000000,421.000000,11.003906,8.007813,9.574219,9.945313,
-1265.000000,421.000000,11.042969,8.046875,10.402344,10.058594,
-1265.000000,421.000000,10.996094,8.011719,9.761719,9.988281,
-1265.000000,421.000000,10.882813,8.035156,9.613281,9.945313,
-1265.000000,421.000000,10.957031,8.082031,9.394531,10.035156,
-1265.000000,421.000000,10.726563,8.132813,9.746094,9.910156,
-1265.000000,421.000000,10.582031,8.246094,10.250000,10.187500,
-1265.000000,421.000000,10.832031,8.335938,10.109375,10.054688,
-1265.000000,421.000000,9.871094,8.164063,9.777344,9.968750,
-1484.000000,300.000000,-1.265625,10.378906,3.203125,9.906250,
-1484.000000,300.000000,-1.234375,10.378906,3.273438,9.820313,
-1484.000000,300.000000,-1.195313,10.398438,3.281250,9.839844,
-1484.000000,300.000000,-1.156250,10.421875,3.296875,9.835938,
-1484.000000,300.000000,-1.121094,10.363281,3.347656,9.812500,
-1484.000000,300.000000,-1.117188,10.390625,3.371094,9.847656,
-1376.000000,350.000000,-0.300781,7.527344,4.660156,6.773438,
-1376.000000,350.000000,-0.324219,7.605469,4.578125,6.750000,
-1376.000000,350.000000,-0.464844,7.859375,4.375000,6.812500,
-1376.000000,350.000000,-0.628906,8.125000,4.148438,6.988281,
-1376.000000,350.000000,-0.738281,8.378906,4.015625,7.183594,
-1376.000000,350.000000,-0.773438,8.468750,4.011719,7.300781,
-1376.000000,350.000000,-0.730469,8.562500,3.949219,7.277344,
-1376.000000,350.000000,-0.707031,8.550781,3.968750,7.308594,
-1376.000000,350.000000,-0.675781,8.480469,3.984375,7.261719,
-1414.000000,368.000000,127.996094,127.996094,127.996094,127.996094,
-1414.000000,368.000000,127.996094,127.996094,127.996094,127.996094,
