right x, right y, right size, left x, left y, left size
4.187500,7.849854,28.812500,4.197754,8.295898,28.832031
4.186523,7.846191,28.804688,4.214111,8.311279,28.796875
4.196533,7.853027,28.800781,4.220703,8.327637,28.777344
4.192383,7.859863,28.796875,4.207031,8.325439,28.765625
4.194580,7.861816,28.816406,4.214844,8.319336,28.753906
4.197998,7.861572,28.808594,4.210693,8.330811,28.753906
4.200684,7.858398,28.843750,4.206543,8.315186,28.781250
4.195557,7.852295,28.863281,4.209473,8.308594,28.769531
4.203125,7.855713,28.859375,4.214111,8.307617,28.769531
4.201172,7.857422,28.867188,4.208252,8.307861,28.792969
4.211914,7.864746,28.859375,4.205566,8.311279,28.804688
4.199463,7.874756,28.851562,4.207031,8.315186,28.796875
4.193115,7.861084,28.875000,4.211670,8.322021,28.777344
4.192383,7.853760,28.867188,4.203613,8.316406,28.800781
4.189453,7.855469,28.875000,4.191406,8.304932,28.796875
4.194580,7.858154,28.839844,4.208252,8.312500,28.757812
4.196045,7.849365,28.855469,4.198975,8.307129,28.773438
4.198730,7.846436,28.863281,4.206299,8.310059,28.761719
4.207275,7.849854,28.859375,4.204102,8.310791,28.742188
4.204102,7.838379,28.855469,4.220215,8.322510,28.726562
4.208008,7.846191,28.832031,4.219727,8.314941,28.699219
4.208984,7.844971,28.812500,4.203369,8.303223,28.769531
4.206055,7.841309,28.816406,4.211670,8.324463,28.730469
4.213623,7.837402,28.800781,4.213135,8.323975,28.710938
4.218262,7.851807,28.773438,4.203857,8.312012,28.734375
4.221680,7.857910,28.742188,4.205811,8.313232,28.722656
4.227051,7.860352,28.726562,4.215332,8.329102,28.699219
4.218018,7.854736,28.757812,4.219238,8.328857,28.691406
4.224609,7.850830,28.769531,4.224854,8.338379,28.679688
4.220703,7.848633,28.761719,4.229004,8.341553,28.679688
4.217285,7.857666,28.734375,4.219238,8.338867,28.675781
4.218994,7.862549,28.757812,4.234131,8.358643,28.660156
4.220215,7.862305,28.769531,4.232178,8.347168,28.667969
4.229248,7.854980,28.742188,4.229248,8.349854,28.640625
4.232178,7.852539,28.734375,4.232422,8.354980,28.667969
4.235596,7.849121,28.761719,4.233154,8.370361,28.664062
4.242676,7.850098,28.742188,4.242920,8.384521,28.656250
4.235840,7.849609,28.734375,4.233887,8.394043,28.625000
4.240479,7.841797,28.730469,4.234131,8.394287,28.652344
4.242432,7.847168,28.703125,4.242188,8.403076,28.617188
4.242188,7.849365,28.726562,4.236572,8.395020,28.660156
4.238037,7.842529,28.722656,4.228027,8.388916,28.656250
4.236572,7.860840,28.707031,4.234619,8.383545,28.636719
4.240723,7.857178,28.703125,4.213379,8.379883,28.609375
4.252197,7.848877,28.714844,4.215332,8.380615,28.593750
4.258789,7.864502,28.726562,4.200928,8.371338,28.582031
4.264648,7.868408,28.707031,4.197266,8.367920,28.597656
4.271484,7.865723,28.699219,4.202393,8.380615,28.589844
4.275879,7.864502,28.675781,4.203857,8.368652,28.597656
4.273438,7.866699,28.675781,4.186035,8.359619,28.621094
4.270020,7.868164,28.675781,4.188965,8.356934,28.601562
4.260742,7.864746,28.691406,4.171143,8.355469,28.617188
4.254639,7.861816,28.691406,4.183350,8.365479,28.609375
4.250977,7.858398,28.679688,4.171631,8.350098,28.601562
4.247314,7.857910,28.691406,4.173584,8.344238,28.582031
4.249268,7.860352,28.660156,4.158691,8.343262,28.648438
4.245361,7.856201,28.644531,4.154053,8.337891,28.675781
4.249756,7.861572,28.644531,4.163330,8.342285,28.636719
4.245117,7.859131,28.652344,4.163330,8.347168,28.648438
4.244385,7.864502,28.644531,4.153076,8.342529,28.632812
4.247314,7.868164,28.636719,4.149658,8.336670,28.652344
4.250732,7.860596,28.656250,4.150391,8.332764,28.675781
4.260986,7.866455,28.656250,4.158691,8.343262,28.671875
4.253906,7.869873,28.652344,4.174072,8.358643,28.632812
4.258789,7.874756,28.640625,4.156738,8.357422,28.621094
4.260986,7.871826,28.648438,4.158203,8.357178,28.636719
4.270752,7.877197,28.636719,4.162109,8.364746,28.605469
4.263184,7.875000,28.628906,4.165039,8.378418,28.578125
4.270020,7.874756,28.605469,4.159912,8.365723,28.605469
4.264160,7.861572,28.609375,4.167969,8.366699,28.589844
4.255371,7.861084,28.593750,4.176025,8.373535,28.593750
4.251465,7.853271,28.644531,4.177734,8.386719,28.601562
4.250244,7.863770,28.628906,4.191650,8.387695,28.582031
4.253662,7.865234,28.601562,4.179199,8.373291,28.640625
4.251465,7.869873,28.574219,4.186523,8.359863,28.636719
4.252197,7.865234,28.582031,4.168701,8.351074,28.660156
4.250488,7.873779,28.582031,4.165283,8.358154,28.628906
4.256836,7.875488,28.562500,4.163086,8.351074,28.589844
4.256836,7.880615,28.558594,4.169189,8.362305,28.566406
4.263184,7.876953,28.585938,4.163574,8.348389,28.625000
4.264160,7.880127,28.562500,4.169189,8.358398,28.605469
4.264404,7.872070,28.535156,4.169678,8.362549,28.582031
4.262695,7.882324,28.515625,4.168457,8.350098,28.601562
4.275635,7.872070,28.507812,4.157959,8.336914,28.617188
4.271240,7.866211,28.519531,4.153320,8.328857,28.621094
4.276855,7.870850,28.539062,4.147461,8.336426,28.597656
4.278564,7.870361,28.542969,4.153076,8.346436,28.578125
4.276367,7.872314,28.539062,4.146240,8.347412,28.527344
4.277344,7.864014,28.539062,4.144043,8.335693,28.554688
4.275146,7.875000,28.546875,4.147705,8.342285,28.539062
4.282715,7.879883,28.531250,4.142334,8.334717,28.539062
4.284668,7.876953,28.539062,4.138428,8.323486,28.523438
4.280762,7.866699,28.546875,4.132324,8.320557,28.535156
4.279053,7.862549,28.519531,4.144775,8.317627,28.519531
4.279541,7.859131,28.523438,4.152832,8.329102,28.511719
4.277344,7.856445,28.535156,4.152832,8.338135,28.503906
4.280029,7.853027,28.539062,4.153320,8.347900,28.472656
4.289551,7.843506,28.539062,4.156738,8.342773,28.507812
4.284180,7.849609,28.523438,4.155518,8.334229,28.488281
4.279053,7.850098,28.527344,4.153076,8.341309,28.472656
4.280518,7.836914,28.539062,4.158691,8.342041,28.457031
4.273193,7.829102,28.535156,4.168945,8.352295,28.453125
4.276611,7.833252,28.546875,4.142578,8.325684,28.511719
4.284424,7.834473,28.527344,4.148682,8.329346,28.496094
4.280273,7.834961,28.519531,4.153809,8.333496,28.476562
4.281738,7.844727,28.515625,4.148193,8.331055,28.500000
4.274902,7.839844,28.500000,4.154053,8.342773,28.484375
4.274170,7.829590,28.511719,4.166504,8.349121,28.480469
4.267578,7.833984,28.515625,4.174316,8.340820,28.488281
4.274658,7.836670,28.496094,4.174561,8.349365,28.476562
