1.74879151023924	0.2	1
4.75479030003771	0.2	1
9.25708379969001	0.2	1
13.2590000997297	0.2	1
16.2619734997861	0.2	1
20.2625203998759	0.2	1
25.2636078000069	0.2	1
29.2645521997474	0.2	1
34.2656620997004	0.2	1
37.2674578996375	0.2	1
40.2695267000236	0.2	1
45.2704634000547	0.2	1
49.2714733998291	0.2	1
52.273552000057	0.2	1
55.2763113998808	0.2	1
59.277017599903	0.2	1
201.778695099987	0.2	1
205.779287599958	0.2	1
210.252345299814	0.2	1
214.253294599708	0.2	1
217.255282099824	0.2	1
220.257397999987	0.2	1
225.258483899757	0.2	1
229.748766999692	0.2	1
233.749757899903	0.2	1
238.751683299895	0.2	1
243.249177199788	0.2	1
248.250290799886	0.2	1
252.251920199953	0.2	1
256.750980299897	0.2	1
261.249615399633	0.2	1
264.252082099672	0.2	1
