1.75263429200277	0.2	1
4.75466829200741	0.2	1
7.75850379199255	0.2	1
12.2569213750539	0.2	1
15.2595892919926	0.2	1
19.7587930830196	0.2	1
25.7576307500713	0.2	1
30.2555068330839	0.2	1
36.2544858329929	0.2	1
39.2570444170851	0.2	1
42.2610418749973	0.2	1
48.2592284170678	0.2	1
52.7573828330496	0.2	1
55.7590434170561	0.2	1
58.7612960420083	0.2	1
63.2621797920438	0.2	1
211.164514624979	0.2	1
215.662403708091	0.2	1
218.663680333062	0.2	1
223.164293417009	0.2	1
226.164963833056	0.2	1
229.168756375089	0.2	1
235.167473917012	0.2	1
238.168591583031	0.2	1
242.666866332991	0.2	1
248.665773375076	0.2	1
251.669134750031	0.2	1
257.666319292039	0.2	1
262.165208292077	0.2	1
265.166539917002	0.2	1
268.167323917034	0.2	1
271.169723250088	0.2	1
