1241.000000,359.000000,5.367188,15.234375,7.421875,18.398438,
1241.000000,359.000000,5.347656,15.214844,7.421875,18.417969,
1241.000000,359.000000,5.339844,15.230469,7.414063,18.421875,
1241.000000,359.000000,5.339844,15.226563,7.406250,18.386719,
1241.000000,359.000000,5.367188,15.222656,7.417969,18.363281,
1241.000000,359.000000,5.410156,15.222656,7.414063,18.324219,
1241.000000,359.000000,5.425781,15.218750,7.398438,18.308594,
1241.000000,359.000000,5.429688,15.214844,7.394531,18.304688,
1241.000000,359.000000,5.425781,15.222656,7.382813,18.320313,
1241.000000,359.000000,5.429688,15.207031,7.382813,18.355469,
1241.000000,359.000000,5.433594,15.226563,7.375000,18.398438,
1241.000000,359.000000,5.437500,15.226563,7.382813,18.457031,
1241.000000,359.000000,5.453125,15.238281,7.371094,18.460938,
1241.000000,359.000000,5.468750,15.238281,7.351563,18.441406,
1241.000000,359.000000,5.496094,15.281250,7.339844,18.429688,
1241.000000,359.000000,5.523438,15.277344,7.343750,18.402344,
1241.000000,359.000000,5.550781,15.257813,7.363281,18.371094,
1241.000000,359.000000,5.562500,15.230469,7.375000,18.343750,
1241.000000,359.000000,5.578125,15.222656,7.378906,18.339844,
1241.000000,359.000000,5.582031,15.218750,7.367188,18.351563,
1241.000000,359.000000,5.582031,15.238281,7.355469,18.347656,
